UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,altitude_m,speed_ms,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct,network_type,Area,Available_Networks
User_20,1.285,32.443,28.943,-54.378,1e-08,134.631,1.409,0.5,133.8,0.004,0.0,0.0,100.0,9.616,196.8,17.9,4.909937962947517,7.999956572723137,0.4054651081081644,UAV,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_03,0.898,12.034,5.234,-63.883,0.001,158.753,1.14,2.4,7.3,0.003,0.0,0.0,53.32,2.12,0.0,0.0,5.073628872424037,2.9999999995657056,1.2237754316221157,NR_5G,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_05,1690.9,7.966,3.766,-86.417,0.00106,571.049,25.273,14.0,4221.1,5.64,0.0,0.0,48.18,1.76,0.0,0.0,6.349224652046482,2.974694134325518,2.70805020110221,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_17,0.188,37.019,30.169,-50.891,0.0,751.746,1.164,2.6,58.0,0.0006,0.0,0.0,100.0,10.02,0.0,0.0,6.623727853498505,12.0,1.2809338454620645,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_02,142.7,12.097,8.597,-78.751,0.000198,395.545,1.851,0.9,9.4,0.476,0.0,0.0,65.091,3.043,0.0,0.0,5.982789527699365,3.7033348075450623,0.6418538861723948,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_10,200.9,7.684,3.984,-81.658,0.00148,235.111,2.039,9.0,9.4,0.67,0.0,0.0,48.946,1.809,0.0,0.0,5.464302033433952,2.8297382843116003,2.302585092994046,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_05,0.146,38.448,35.548,-51.076,0.0,885.689,1.33,0.0,7.2,0.0005,0.0,0.0,100.0,11.81,0.0,0.0,6.787494300760348,12.0,0.0,NR_5G,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_11,0.0098,-0.62,-9.879,-95.62,0.1087668796,0.05,1.5,31.3068,-21.4293,3.3e-05,0.0,0.0,21.7058,0.19466,0.0,0.0,0.048790164169432,0.9635033307070056,3.4752777343868453,WiFi,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_18,0.153,37.748,31.598,-51.826,0.0,787.333,1.13,2.9,-54.2,0.0005,0.0,0.0,100.0,10.5,0.0,0.0,6.669920589424853,12.0,1.3609765531356006,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_19,1.3235,29.287,26.087,-55.257,1e-08,121.37,1.009,0.8,-81.2,0.004,0.0,0.0,100.0,8.669,279.2,12.5,4.807049241997577,7.999956572723137,0.5877866649021191,UAV,Maritime,"UAV,HAPS,SAT (LEO)"
User_03,0.8893,36.34,33.94,-52.23,1e-08,157.854,1.906,2.1,74.6,0.003,0.0,0.0,100.0,11.275,419.8,17.3,5.067985541386843,7.999956572723137,1.1314021114911006,UAV,Desert,"UAV,HAPS,SAT (LEO)"
User_13,64.1,20.247,15.247,-74.177,1.28e-05,663.953,0.527,1.9,9.4,0.214,0.0,0.0,88.364,5.107,0.0,0.0,6.49971636146641,4.892789996422876,1.0647107369924282,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_02,139.4,7.857,5.057,-81.972,0.00188,269.322,1.13,1.6,9.4,0.465,0.0,0.0,52.698,2.072,0.0,0.0,5.599613841017315,2.7258421505053123,0.9555114450274363,HAPS,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_09,178.9,10.294,7.594,-80.753,0.000126,358.048,1.292,1.2,9.4,0.596,0.0,0.0,61.58,2.754,0.0,0.0,5.8834560842859736,3.899629451435656,0.7884573603642702,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_09,1.9779,26.297,22.597,-57.052,1.46e-06,105.202,1.313,2.5,151.9,0.007,0.0,0.0,100.0,7.514,448.9,19.0,4.665342941022225,5.835646846753691,1.252762968495368,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_11,0.007,23.67,17.9274,-71.33,2.96255e-05,11.45,1.5,1.6909,-3.8421,2.3e-05,0.0,0.0,62.4548,5.187155,0.0,0.0,2.5217206229107165,4.52833429651954,0.989875710147559,WiFi,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_04,1152.0,10.076,7.276,-84.862,0.000147,866.051,12.68,1.1,3357.6,3.84,0.0,0.0,60.47,2.66,0.0,0.0,6.765097798579918,3.83268266229744,0.7419373447293773,SAT (LEO),Maritime,"UAV,HAPS,SAT (LEO)"
User_11,1.4672,24.691,21.591,-57.654,1.48e-06,100.554,1.11,2.5,-107.1,0.005,0.0,0.0,100.0,7.182,373.9,15.0,4.620590676713968,5.829737991162924,1.252762968495368,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_07,0.418,22.656,17.606,-59.672,1e-07,440.518,1.257,2.8,-46.6,0.0014,0.0,0.0,96.62,5.87,0.0,0.0,6.090218789314862,6.999995657076895,1.33500106673234,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_03,1566.6,8.833,5.133,-85.984,0.000121,679.58,24.444,1.7,2467.2,5.22,0.0,0.0,52.96,2.09,0.0,0.0,6.522945375799006,3.91721462609434,0.9932517730102834,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_06,0.433,18.054,10.154,-61.373,1e-05,262.941,1.373,0.4,-31.2,0.0014,0.0,0.0,70.54,3.51,0.0,0.0,5.575725593321371,4.999999956570554,0.3364722366212129,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_07,843.3,10.642,7.742,-85.479,0.000147,908.72,8.622,2.8,2118.2,2.81,0.0,0.0,62.1,2.8,0.0,0.0,6.813136859856213,3.83268266229744,1.33500106673234,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_10,0.47,19.133,13.883,-60.633,1e-05,350.228,1.317,0.2,-64.6,0.0016,0.0,0.0,83.59,4.67,0.0,0.0,5.8614355852344415,4.999999956570554,0.1823215567939546,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_14,1.002,1.745,-2.055,-68.328,0.1,52.4,1.49,34.0,116.1,0.0033,0.0,0.0,27.81,0.7,0.0,0.0,3.977810745966149,0.999999999995657,3.555348061489413,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_19,193.1,9.03,5.83,-80.085,0.00186,295.28,1.287,1.5,9.4,0.644,0.0,0.0,55.403,2.271,0.0,0.0,5.691304953145089,2.730487055548592,0.9162907318741552,HAPS,Desert,"UAV,HAPS,SAT (LEO)"
User_13,1846.2,6.959,3.459,-87.221,0.00125,547.943,12.308,12.0,-4014.2,6.15,0.0,0.0,47.11,1.69,0.0,0.0,6.307994610982716,2.903089986644508,2.5649493574615367,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_03,1.3891,26.967,22.567,-56.817,1.26e-06,105.062,1.009,1.8,69.6,0.005,0.0,0.0,100.0,7.504,218.8,18.2,4.664023828781801,5.899629110204414,1.0296194171811583,UAV,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_18,1.7188,28.416,24.916,-55.892,1.14e-06,115.943,1.911,2.4,-69.4,0.006,0.0,0.0,100.0,8.282,349.2,10.7,4.761686636600093,5.943094767703623,1.2237754316221157,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_15,0.294,27.694,21.544,-56.553,1e-07,537.502,1.164,0.6,17.1,0.001,0.0,0.0,100.0,7.17,0.0,0.0,6.288791210609974,6.999995657076895,0.4700036292457356,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_09,2.1109,27.631,22.731,-56.284,1.13e-06,105.824,1.914,0.1,19.3,0.007,0.0,0.0,100.0,7.559,88.5,12.8,4.671182620381662,5.94692117218535,0.0953101798043248,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_02,73.7,1.894,-2.206,-84.553,0.0248,88.359,1.391,40.0,9.4,0.246,37.0,18.658,27.281,0.68,0.0,0.0,4.492661964008983,1.6055483191562718,3.713572066704308,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_03,842.6,11.648,5.448,-85.176,0.000103,705.864,5.617,1.6,3757.4,2.81,0.0,0.0,54.07,2.17,0.0,0.0,6.56083828529926,3.987162771078376,0.9555114450274363,SAT (LEO),Desert,"UAV,HAPS,SAT (LEO)"
User_11,2.0159,20.832,17.832,-59.484,1.36e-06,83.26,1.413,1.4,135.2,0.007,0.0,0.0,97.411,5.947,237.0,18.3,4.433907256550871,5.8664607722957225,0.8754687373538999,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_16,174.7,7.338,4.238,-80.731,0.00172,243.004,1.565,4.0,9.4,0.582,0.0,0.0,49.833,1.869,0.0,0.0,5.4971846186014535,2.764471552839954,1.6094379124341005,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_15,1827.1,6.706,1.406,-86.947,0.00154,407.03,12.181,8.0,-3459.0,6.09,0.0,0.0,39.92,1.25,0.0,0.0,6.011340701112772,2.8124792788815274,2.19722457733622,SAT (LEO),Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_12,0.536,17.674,10.824,-60.963,1e-05,278.273,1.109,0.5,63.2,0.0018,0.0,0.0,72.88,3.71,0.0,0.0,5.632189798031216,4.999999956570554,0.4054651081081644,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_05,0.4933,37.658,33.658,-50.871,1e-08,156.544,1.603,0.5,81.6,0.002,0.0,0.0,100.0,11.182,193.2,11.3,5.059704784329895,7.999956572723137,0.4054651081081644,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_16,953.3,8.77,5.97,-85.415,0.000101,750.263,6.356,0.2,4048.9,3.18,0.0,0.0,55.9,2.31,0.0,0.0,6.621755790192209,3.995678621917412,0.1823215567939546,SAT (LEO),Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_20,944.4,4.618,1.618,-87.191,0.00135,420.427,15.296,13.0,-353.9,3.15,14.0,4.82,40.66,1.29,0.0,0.0,6.043646571458041,2.8696662311832943,2.639057329615259,SAT (LEO),Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_18,1113.9,8.477,2.477,-85.862,0.0014,477.5,7.426,5.0,528.8,3.71,0.0,0.0,43.67,1.47,0.0,0.0,6.170656210893009,2.853871964011552,1.791759469228055,SAT (LEO),Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_10,0.0019,20.92,16.8755,-74.08,0.0004634891,0.05,1.5,1.7508,8.1972,6e-06,0.0,0.0,59.1394,4.58745,0.0,0.0,0.048790164169432,3.333960473884556,1.011891778463544,WiFi,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_02,0.167,38.317,34.017,-51.041,0.0,847.563,1.112,1.3,-66.9,0.0006,0.0,0.0,100.0,11.3,0.0,0.0,6.743544330592115,12.0,0.832909122935104,NR_5G,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_09,0.226,29.309,26.709,-55.345,0.0,665.677,1.023,1.6,-12.0,0.0008,0.0,0.0,100.0,8.88,0.0,0.0,6.502305670753849,12.0,0.9555114450274363,NR_5G,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_16,1.3701,35.239,33.739,-52.681,1e-08,156.917,1.309,2.9,87.2,0.005,16.0,0.647,100.0,11.208,395.8,11.9,5.06206957854424,7.999956572723137,1.3609765531356006,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_11,1.1670999999999998,29.979,26.079,-55.911,1e-08,121.334,1.908,0.4,-88.7,0.004,0.0,0.0,100.0,8.667,172.0,12.4,4.8067550089628925,7.999956572723137,0.3364722366212129,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_04,1381.9,9.367,3.067,-85.916,0.00164,519.218,14.213,14.0,-1027.7,4.61,0.0,0.0,45.74,1.6,0.0,0.0,6.254247954492038,2.7851561516874885,2.70805020110221,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_02,1116.9,10.06,3.16,-85.07,0.00104,525.961,16.446,10.0,-604.4,3.72,0.0,0.0,46.06,1.62,0.0,0.0,6.26712654200788,2.982966660283629,2.3978952727983707,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_15,1615.6,6.083,-0.217,-87.358,0.098,313.451,12.771,58.0,-3828.1,5.39,0.0,0.0,34.24,0.96,0.0,0.0,5.750828261140283,1.0087739243030736,4.07753744390572,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_15,0.9826,38.171,34.371,-50.615,1e-08,159.855,1.407,2.6,-71.3,0.003,17.0,0.503,100.0,11.418,388.7,14.8,5.080503338063584,7.999956572723137,1.2809338454620645,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_05,1384.1,8.559,3.359,-85.921,0.00149,540.541,9.227,5.0,3500.8,4.61,0.0,0.0,46.76,1.66,0.0,0.0,6.294418779179565,2.8268137312962534,1.791759469228055,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_12,1480.4,7.414,4.214,-86.393,0.00178,605.59,9.87,13.0,-4418.0,4.93,0.0,0.0,49.75,1.86,0.0,0.0,6.407853109790539,2.74957999744712,2.639057329615259,SAT (LEO),Desert,"UAV,HAPS,SAT (LEO)"
User_05,0.0114,67.44,62.8125,-27.56,7.9e-09,1.11,1.5,0.1008,-0.8085,3.8e-05,0.0,0.0,78.4549,11.867921,0.0,0.0,0.7466879474879752,8.10231793820358,0.0960371881969421,WiFi,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_15,0.4946,34.802,32.102,-51.899,1e-08,149.31,1.803,2.8,62.2,0.002,21.0,0.334,100.0,10.665,108.3,15.7,5.012699828145135,7.999956572723137,1.33500106673234,UAV,Maritime,"UAV,HAPS,SAT (LEO)"
User_08,1.5759,27.57,23.77,-55.415,1.21e-06,110.633,1.311,1.5,49.7,0.005,0.0,0.0,100.0,7.902,376.0,19.7,4.715216705161631,5.917214270762639,0.9162907318741552,UAV,Desert,"UAV,HAPS,SAT (LEO)"
User_18,117.6,-18.365,-22.165,-93.383,0.0336,1.136,1.584,42.0,9.4,0.392,39.0,31.824,0.0,0.009,0.0,0.0,0.7589349210979484,1.473660722597231,3.7612001156935615,HAPS,Maritime,"UAV,HAPS,SAT (LEO)"
User_12,147.8,13.273,9.473,-78.663,0.000154,429.17,1.085,0.8,9.4,0.493,0.0,0.0,68.157,3.301,0.0,0.0,6.064180479395057,3.812479276343443,0.5877866649021191,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_10,0.25,31.909,28.109,-54.546,0.0,700.475,1.11,1.8,-103.4,0.0008,0.0,0.0,100.0,9.34,0.0,0.0,6.553185260988724,12.0,1.0296194171811583,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_05,0.0063,23.55,18.5244,-71.45,0.0004436134,0.49,1.8241,1.6719,-14.2612,2.1e-05,0.0,0.0,64.0322,5.501977,0.0,0.0,0.3987761199573678,3.352995342837476,0.9827898298243604,WiFi,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_19,0.0091,-2.29,-9.544,-97.29,0.0983086966,17.14,1.5,21.3227,12.3348,3e-05,0.0,0.0,30.8091,0.399098,0.0,0.0,2.8981194446869907,1.007408061834549,3.1056040979390382,WiFi,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_07,0.392,24.125,18.675,-57.237,1e-07,466.746,1.429,0.7,37.8,0.0013,0.0,0.0,100.0,6.22,0.0,0.0,6.147925413540937,6.999995657076895,0.5306282510621704,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_03,0.0129,-0.95,-8.5066,-95.95,0.1198141679,16.69,1.6098,38.5053,-5.2337,4.3e-05,0.0,0.0,22.1002,0.117225,0.0,0.0,2.872999508171694,0.921491824038404,3.676434840121309,WiFi,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_18,1030.0,10.262,4.062,-83.969,0.00118,593.797,8.866,8.0,-3760.7,3.43,0.0,0.0,49.22,1.83,0.0,0.0,6.388220170861108,2.9281179923258285,2.19722457733622,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_09,908.7,11.801,5.801,-84.3,0.000167,735.72,10.058,1.5,-3257.4,3.03,0.0,0.0,55.3,2.26,0.0,0.0,6.602207901413111,3.777283526251851,0.9162907318741552,SAT (LEO),Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_16,0.298,25.263,21.813,-56.969,1e-07,544.161,1.095,2.9,-2.6,0.001,0.0,0.0,100.0,7.26,0.0,0.0,6.301081163881498,6.999995657076895,1.3609765531356006,NR_5G,Indoor,"NR_5G,WiFi,SAT (LEO)"
User_16,98.5,17.4,14.1,-75.8,1.5e-05,616.053,1.056,0.3,9.4,0.328,0.0,0.0,84.349,4.739,0.0,0.0,6.424954919730012,4.823908711991354,0.262364264467491,HAPS,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
User_04,1822.5,5.418,2.518,-88.291,0.00156,480.337,20.15,9.0,-3920.2,6.08,0.0,0.0,43.81,1.48,0.0,0.0,6.176567648484179,2.8068754013671446,2.302585092994046,SAT (LEO),Desert,"UAV,HAPS,SAT (LEO)"
User_13,1479.6,-4.166,-9.166,-92.983,0.037,53.622,22.864,44.0,-2168.7,4.93,17.0,11.48,2.92,0.16,0.0,0.0,4.000436731999134,1.4317982759212673,3.80666248977032,SAT (LEO),Indoor,"NR_5G,WiFi,SAT (LEO)"
User_07,820.9,11.945,5.245,-83.727,0.000105,688.899,15.472,1.2,2757.0,2.74,0.0,0.0,53.36,2.12,0.0,0.0,6.536545210065579,3.978810696793924,0.7884573603642702,SAT (LEO),Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_16,1.2216,30.282,26.882,-55.359,1e-08,125.063,1.708,0.5,-31.9,0.004,0.0,0.0,100.0,8.933,245.7,10.1,4.836781781993129,7.999956572723137,0.4054651081081644,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_18,0.59,19.971,16.171,-61.015,1e-07,405.467,1.169,2.8,-4.5,0.002,0.0,0.0,91.6,5.41,0.0,0.0,6.007502744880717,6.999995657076895,1.33500106673234,NR_5G,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_08,187.5,8.724,4.324,-81.638,0.00116,245.709,1.25,4.0,9.4,0.625,0.0,0.0,50.134,1.89,0.0,0.0,5.508209504426421,2.93554201039869,1.6094379124341005,HAPS,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_17,0.515,15.74,9.59,-61.23,0.001,250.204,1.426,0.2,8.5,0.0017,0.0,0.0,68.56,3.34,0.0,0.0,5.526265358034144,2.9999999995657056,0.1823215567939546,NR_5G,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_19,1630.5,8.039,3.139,-86.08,0.00145,524.434,10.87,6.0,4666.7,5.43,0.0,0.0,45.99,1.61,0.0,0.0,6.264224587757593,2.838631997465512,1.9459101490553128,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_06,0.8401000000000001,28.534,26.534,-56.333,1e-08,123.447,1.306,1.3,133.9,0.003,0.0,0.0,100.0,8.818,150.0,19.4,4.823879922456352,7.999956572723137,0.832909122935104,UAV,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_04,1651.3,8.578,2.778,-85.111,0.00142,498.576,11.009,13.0,1291.3,5.5,0.0,0.0,44.72,1.53,0.0,0.0,6.213759738666796,2.847711655311102,2.639057329615259,SAT (LEO),Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
User_14,1658.9,5.657,1.557,-87.772,0.00128,416.517,12.059,12.0,-2054.7,5.53,0.0,0.0,40.45,1.28,0.0,0.0,6.034325262024806,2.892790030012839,2.5649493574615367,SAT (LEO),Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
User_11,0.38,23.214,20.314,-58.893,1e-07,507.105,1.148,1.0,-2.4,0.0013,0.0,0.0,100.0,6.76,0.0,0.0,6.230688119133831,6.999995657076895,0.6931471805599453,NR_5G,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
