UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,network_type
UE_012,0.02658,16.633,11.587,-42.167,0.00108982,6.313,2.14,3.04,2.12,8.9e-05,0.0,0.0,64.76,3.95,WiFi_6
UE_013,0.01264,25.469,23.75,-39.451,6.551e-05,12.633,1.94,4.29,-9.11,4.2e-05,0.0,0.0,87.46,7.9,WiFi_6
UE_014,0.00899,5.368,2.248,-44.481,0.01009204,2.274,1.55,30.86,-4.33,3e-05,0.0,0.0,36.744,1.42,WiFi_6
UE_015,0.02061,21.715,17.675,-42.733,0.00020425,9.433,2.23,2.13,-4.27,6.9e-05,0.0,0.0,83.025,5.9,WiFi_6
UE_016,0.00952,18.346,14.086,-41.184,0.00015183,7.575,1.83,0.78,6.61,3.2e-05,0.0,0.0,72.258,4.73,WiFi_6
UE_017,0.02567,5.36,0.667,-47.355,0.01011582,1.784,2.03,29.24,6.12,8.6e-05,0.0,0.0,32.001,1.12,WiFi_6
UE_018,0.03059,-0.677,-4.313,-48.899,0.15001756,0.727,1.84,22.6,-9.4,0.000102,0.0,0.0,17.062,0.45,WiFi_6
UE_019,0.01854,22.376,20.858,-41.306,3.778e-05,11.105,1.52,1.67,0.15,6.2e-05,0.0,0.0,87.46,6.94,WiFi_6
UE_000,0.02438,1.966,-0.434,-49.209,0.15002346,1.488,1.55,26.46,1.22,8.1e-05,0.0,0.0,28.698,0.93,WiFi_6
UE_001,0.0058,46.372,41.373,-31.794,8.123e-05,21.99,1.55,8.59,12.57,1.9e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_002,0.00464,24.228,18.75,-41.252,0.0002404,9.996,1.92,10.7,-6.62,1.5e-05,0.0,0.0,86.249,6.25,WiFi_6
UE_003,0.00529,39.596,35.841,-34.101,0.00024732,19.051,1.69,0.16,-11.33,1.8e-05,0.0,0.0,87.46,11.91,WiFi_6
UE_004,0.01971,15.283,12.452,-44.462,0.00014215,6.746,1.57,2.02,13.7,6.6e-05,0.0,0.0,67.357,4.22,WiFi_6
UE_005,0.0023,37.948,35.467,-34.03,9.194e-05,18.851,2.17,1.38,4.52,8e-06,0.0,0.0,87.46,11.78,WiFi_6
UE_006,0.02464,-7.045,-10.605,-53.699,0.15000769,0.193,1.58,18.69,4.2,8.2e-05,0.0,0.0,15.26,0.12,WiFi_6
UE_007,0.01254,28.94,27.117,-36.717,8.836e-05,14.418,1.65,0.05,-1.74,4.2e-05,0.0,0.0,87.46,9.01,WiFi_6
UE_008,0.01052,39.69,37.208,-35.186,4.836e-05,19.777,1.86,3.52,-8.09,3.5e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_009,0.01722,15.901,12.411,-44.028,0.00018855,6.725,2.16,0.36,-12.68,5.7e-05,0.0,0.0,67.232,4.2,WiFi_6
UE_010,0.02653,8.729,3.541,-46.281,0.01013071,2.728,1.92,5.5,-1.65,8.8e-05,0.0,0.0,40.624,1.7,WiFi_6
UE_011,0.02453,29.116,26.802,-38.094,7.918e-05,14.25,1.87,1.24,-0.91,8.2e-05,0.0,0.0,87.46,8.91,WiFi_6
UE_012,0.01717,10.505,4.931,-45.18,0.01012171,3.264,1.63,5.07,2.12,5.7e-05,0.0,0.0,44.793,2.04,WiFi_6
UE_013,0.02238,15.643,13.635,-43.568,0.00022169,7.345,2.04,3.53,-9.11,7.5e-05,0.0,0.0,70.904,4.59,WiFi_6
UE_014,0.00401,37.381,34.052,-36.022,7.971e-05,18.1,1.87,1.18,-4.33,1.3e-05,0.0,0.0,87.46,11.31,WiFi_6
UE_015,0.01348,17.897,14.259,-42.417,0.00019405,7.664,1.95,2.52,-4.27,4.5e-05,0.0,0.0,72.777,4.79,WiFi_6
UE_016,0.00928,18.88,15.186,-43.337,0.00018158,8.14,1.54,10.84,6.61,3.1e-05,0.0,0.0,75.557,5.09,WiFi_6
UE_017,0.02043,-0.388,-3.1,-48.946,0.1500538,0.92,2.24,7.72,6.12,6.8e-05,0.0,0.0,20.699,0.58,WiFi_6
UE_018,0.02596,-18.36,-20.471,-58.751,0.15000345,0.021,2.16,18.73,-9.4,8.7e-05,0.0,0.0,15.26,0.1,WiFi_6
UE_019,0.00991,23.767,22.005,-40.451,1.473e-05,11.71,1.96,0.58,0.15,3.3e-05,0.0,0.0,87.46,7.32,WiFi_6
UE_000,0.02558,17.498,14.24,-42.527,0.00010728,7.654,1.94,9.94,1.22,8.5e-05,0.0,0.0,72.721,4.78,WiFi_6
UE_001,0.00707,36.081,34.246,-34.522,3.521e-05,18.203,2.05,1.14,12.57,2.4e-05,0.0,0.0,87.46,11.38,WiFi_6
UE_002,0.00379,38.89,35.251,-34.271,3.953e-05,18.737,2.0,2.53,-6.62,1.3e-05,0.0,0.0,87.46,11.71,WiFi_6
UE_003,0.00554,33.793,30.956,-35.425,6.14e-06,16.455,1.98,4.05,-11.33,1.8e-05,0.0,0.0,87.46,10.28,WiFi_6
UE_004,0.0191,10.849,9.683,-47.038,0.00109378,5.382,1.66,4.97,13.7,6.4e-05,0.0,0.0,59.048,3.36,WiFi_6
UE_005,0.00707,30.026,25.641,-37.966,8.819e-05,13.635,2.18,2.09,4.52,2.4e-05,0.0,0.0,87.46,8.52,WiFi_6
UE_006,0.02278,12.654,10.475,-43.985,0.00106514,5.766,1.92,6.62,4.2,7.6e-05,0.0,0.0,61.424,3.6,WiFi_6
UE_007,0.015,19.883,14.796,-41.882,0.00018559,7.939,2.01,0.11,-1.74,5e-05,0.0,0.0,74.387,4.96,WiFi_6
UE_008,0.01216,-5.114,-9.292,-51.359,0.15016127,0.257,2.18,13.99,-8.09,4.1e-05,0.0,0.0,15.26,0.16,WiFi_6
UE_009,0.00766,23.191,20.62,-40.659,0.00010877,10.98,1.71,4.41,-12.68,2.6e-05,0.0,0.0,87.46,6.86,WiFi_6
UE_010,0.03128,-3.309,-7.608,-48.935,0.15018434,0.369,2.03,34.0,-1.65,0.000104,0.0,0.0,15.26,0.23,WiFi_6
UE_011,0.01913,8.591,4.704,-46.549,0.01004421,3.173,2.15,8.14,-0.91,6.4e-05,0.0,0.0,44.111,1.98,WiFi_6
UE_012,0.01031,19.166,16.405,-42.778,0.00026691,8.772,1.76,0.25,2.12,3.4e-05,0.0,0.0,79.216,5.48,WiFi_6
UE_013,0.01952,15.192,13.573,-45.124,0.00013345,7.313,1.84,0.51,-9.11,6.5e-05,0.0,0.0,70.718,4.57,WiFi_6
UE_014,0.00532,21.63,17.989,-40.403,0.00022664,9.597,1.56,0.99,-4.33,1.8e-05,0.0,0.0,83.966,6.0,WiFi_6
UE_015,0.01719,3.913,1.309,-49.954,0.01004842,1.974,2.14,24.81,-4.27,5.7e-05,0.0,0.0,33.926,1.23,WiFi_6
UE_016,0.00791,20.864,18.031,-41.21,0.00017746,9.62,1.78,1.93,6.61,2.6e-05,0.0,0.0,84.094,6.01,WiFi_6
UE_017,0.01227,25.442,19.812,-41.118,0.00011051,10.554,1.66,1.71,6.12,4.1e-05,0.0,0.0,87.46,6.6,WiFi_6
UE_018,0.01114,13.483,8.992,-45.047,0.00101307,5.053,1.93,1.41,-9.4,3.7e-05,0.0,0.0,56.975,3.16,WiFi_6
UE_019,0.00371,28.415,26.514,-38.229,9.197e-05,14.098,2.21,0.53,0.15,1.2e-05,0.0,0.0,87.46,8.81,WiFi_6
UE_000,0.01746,19.093,13.564,-42.293,0.00013853,7.309,2.12,8.45,1.22,5.8e-05,0.0,0.0,70.692,4.57,WiFi_6
UE_001,0.00707,47.641,46.383,-31.559,0.00021213,24.653,2.21,2.37,12.57,2.4e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_002,0.00501,38.155,34.336,-34.457,6.327e-05,18.251,2.17,0.22,-6.62,1.7e-05,0.0,0.0,87.46,11.41,WiFi_6
UE_003,0.00707,25.382,22.44,-40.469,3.655e-05,11.94,2.04,3.58,-11.33,2.4e-05,0.0,0.0,87.46,7.46,WiFi_6
UE_004,0.01843,12.784,8.516,-44.073,0.00106296,4.83,1.67,0.99,13.7,6.1e-05,0.0,0.0,55.548,3.02,WiFi_6
UE_005,0.00707,28.048,24.289,-40.569,0.00012306,12.918,2.13,4.49,4.52,2.4e-05,0.0,0.0,87.46,8.07,WiFi_6
UE_006,0.01923,15.047,12.774,-44.199,0.00020988,6.908,1.65,4.17,4.2,6.4e-05,0.0,0.0,68.321,4.32,WiFi_6
UE_007,0.01706,24.247,19.608,-40.289,0.00019309,10.447,1.71,5.25,-1.74,5.7e-05,0.0,0.0,87.46,6.53,WiFi_6
UE_008,0.01587,16.473,12.124,-43.087,0.00011301,6.581,2.15,9.02,-8.09,5.3e-05,0.0,0.0,66.372,4.11,WiFi_6
UE_009,0.00562,20.155,18.874,-43.73,0.00014468,10.061,2.25,1.2,-12.68,1.9e-05,0.0,0.0,86.622,6.29,WiFi_6
UE_010,0.02751,5.497,4.174,-47.177,0.01006283,2.966,1.96,16.75,-1.65,9.2e-05,0.0,0.0,42.522,1.85,WiFi_6
UE_011,0.01271,24.915,20.199,-39.958,6.872e-05,10.758,1.89,1.75,-0.91,4.2e-05,0.0,0.0,87.46,6.72,WiFi_6
UE_012,0.00909,19.662,17.895,-41.522,0.00023579,9.549,1.53,0.32,2.12,3e-05,0.0,0.0,83.686,5.97,WiFi_6
UE_013,0.01078,13.01,7.727,-45.267,0.0010232,4.467,1.91,0.27,-9.11,3.6e-05,0.0,0.0,53.18,2.79,WiFi_6
UE_014,0.00707,11.227,6.538,-46.173,0.00113601,3.938,1.65,0.26,-4.33,2.4e-05,0.0,0.0,49.615,2.46,WiFi_6
UE_015,0.02242,2.939,-0.348,-47.967,0.15001599,1.509,1.98,27.56,-4.27,7.5e-05,0.0,0.0,28.956,0.94,WiFi_6
UE_016,0.00669,33.341,28.817,-36.682,2.987e-05,15.32,2.01,0.17,6.61,2.2e-05,0.0,0.0,87.46,9.57,WiFi_6
UE_017,0.00412,17.323,15.207,-42.578,0.00010889,8.151,1.6,1.41,6.12,1.4e-05,0.0,0.0,75.62,5.09,WiFi_6
UE_018,0.00373,35.279,30.846,-35.664,2.26e-06,16.397,2.2,0.23,-9.4,1.2e-05,0.0,0.0,87.46,10.25,WiFi_6
UE_019,0.00611,30.576,27.412,-35.494,4.162e-05,14.574,2.14,3.57,0.15,2e-05,0.0,0.0,87.46,9.11,WiFi_6
UE_000,0.01105,9.424,5.367,-45.358,0.01001833,3.441,1.95,27.26,1.22,3.7e-05,0.0,0.0,46.1,2.15,WiFi_6
UE_001,0.00707,14.943,10.108,-44.862,0.00105994,5.587,1.89,1.87,12.57,2.4e-05,0.0,0.0,60.325,3.49,WiFi_6
UE_002,0.005,16.714,12.395,-45.227,0.00013625,6.717,1.57,5.04,-6.62,1.7e-05,0.0,0.0,67.184,4.2,WiFi_6
UE_003,0.00707,27.649,24.283,-40.261,0.00018415,12.915,1.57,8.1,-11.33,2.4e-05,0.0,0.0,87.46,8.07,WiFi_6
UE_004,0.01776,21.054,16.754,-41.283,0.00020973,8.953,1.67,1.44,13.7,5.9e-05,0.0,0.0,80.262,5.6,WiFi_6
UE_005,0.00707,33.378,32.477,-38.243,6.094e-05,17.263,2.26,0.17,4.52,2.4e-05,0.0,0.0,87.46,10.79,WiFi_6
UE_006,0.01574,19.961,16.897,-40.499,0.00013125,9.028,2.18,8.69,4.2,5.2e-05,0.0,0.0,80.692,5.64,WiFi_6
UE_007,0.01915,11.08,7.614,-46.636,0.00101424,4.416,1.88,9.24,-1.74,6.4e-05,0.0,0.0,52.841,2.76,WiFi_6
UE_008,0.01916,18.426,14.898,-41.569,0.00025414,7.992,2.19,1.33,-8.09,6.4e-05,0.0,0.0,74.695,5.0,WiFi_6
UE_009,0.00707,29.803,24.72,-36.528,1.257e-05,13.146,1.67,2.2,-12.68,2.4e-05,0.0,0.0,87.46,8.22,WiFi_6
UE_010,0.02585,2.21,-0.19,-48.089,0.15001661,1.55,1.54,13.47,-1.65,8.6e-05,0.0,0.0,29.429,0.97,WiFi_6
UE_011,0.00651,41.693,39.023,-31.834,8.878e-05,20.742,1.86,0.72,-0.91,2.2e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_012,0.00703,12.078,6.533,-46.352,0.00120392,3.935,2.23,7.04,2.12,2.3e-05,0.0,0.0,49.599,2.46,WiFi_6
UE_013,0.00501,23.363,16.747,-41.142,0.00023344,8.949,2.19,2.92,-9.11,1.7e-05,0.0,0.0,80.241,5.59,WiFi_6
UE_014,0.00707,34.089,30.696,-35.98,4.27e-06,16.317,1.62,2.04,-4.33,2.4e-05,0.0,0.0,87.46,10.2,WiFi_6
UE_015,0.02335,7.916,3.697,-46.957,0.01000753,2.785,1.69,26.68,-4.27,7.8e-05,0.0,0.0,41.09,1.74,WiFi_6
UE_016,0.00571,32.065,29.099,-36.427,3.007e-05,15.469,1.68,1.93,6.61,1.9e-05,0.0,0.0,87.46,9.67,WiFi_6
UE_017,0.00411,35.423,33.07,-36.361,8.029e-05,17.578,1.71,0.58,6.12,1.4e-05,0.0,0.0,87.46,10.99,WiFi_6
UE_018,0.00707,31.934,29.501,-37.169,0.00022928,15.683,1.62,3.52,-9.4,2.4e-05,0.0,0.0,87.46,9.8,WiFi_6
UE_019,0.006,40.193,36.288,-34.035,2.31e-05,19.288,1.55,4.92,0.15,2e-05,0.0,0.0,87.46,12.05,WiFi_6
UE_000,0.01017,21.618,18.8,-41.9,0.00022281,10.022,1.55,1.99,1.22,3.4e-05,0.0,0.0,86.399,6.26,WiFi_6
UE_001,0.00707,44.583,41.236,-30.522,2.59e-05,21.917,1.95,0.11,12.57,2.4e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_002,0.005,18.157,14.028,-42.708,0.00019686,7.546,1.5,2.28,-6.62,1.7e-05,0.0,0.0,72.085,4.72,WiFi_6
UE_003,0.00707,33.485,27.969,-38.212,2.135e-05,14.87,2.23,0.94,-11.33,2.4e-05,0.0,0.0,87.46,9.29,WiFi_6
UE_004,0.01709,10.462,6.21,-46.876,0.00106544,3.796,2.12,1.19,13.7,5.7e-05,0.0,0.0,48.631,2.37,WiFi_6
UE_005,0.00707,18.965,17.188,-42.422,0.00024799,9.179,1.84,0.27,4.52,2.4e-05,0.0,0.0,81.564,5.74,WiFi_6
UE_006,0.01233,-5.782,-9.161,-52.753,0.1501582,0.264,2.06,33.58,-2.63,4.1e-05,0.0,0.0,15.26,0.17,WiFi_6
UE_007,0.02126,9.225,4.955,-44.914,0.01013096,3.274,2.2,25.12,-1.74,7.1e-05,0.0,0.0,44.864,2.05,WiFi_6
UE_008,0.02248,32.7,29.713,-36.892,1.374e-05,15.795,1.6,0.81,-8.09,7.5e-05,0.0,0.0,87.46,9.87,WiFi_6
UE_009,0.00707,37.667,34.399,-35.526,8.74e-05,18.284,1.75,0.57,-12.68,2.4e-05,0.0,0.0,87.46,11.43,WiFi_6
UE_010,0.02289,37.179,33.58,-34.738,9.49e-06,17.849,1.79,6.02,-1.65,7.6e-05,0.0,0.0,87.46,11.16,WiFi_6
UE_011,0.00285,48.922,46.92,-29.93,9.876e-05,24.939,1.56,7.95,-0.91,9e-06,0.0,0.0,87.46,12.34,WiFi_6
UE_012,0.0055,19.4,18.347,-41.307,0.00017617,9.785,1.55,0.62,-8.18,1.8e-05,0.0,0.0,85.042,6.12,WiFi_6
UE_013,0.00707,38.568,32.5,-36.2,5.81e-06,17.275,2.23,0.37,-9.11,2.4e-05,0.0,0.0,87.46,10.8,WiFi_6
UE_014,0.00707,44.656,41.59,-33.277,2.777e-05,22.106,1.68,1.97,-4.33,2.4e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_015,0.01818,25.375,21.73,-40.71,3.946e-05,11.565,1.67,0.2,-4.27,6.1e-05,0.0,0.0,87.46,7.23,WiFi_6
UE_016,0.00511,41.506,39.763,-32.291,7.816e-05,21.135,1.97,2.72,6.61,1.7e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_017,0.00629,53.766,48.636,-27.916,2.13e-05,25.851,1.63,5.33,6.12,2.1e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_018,0.00707,19.104,17.116,-41.87,0.00025801,9.142,1.74,5.53,-9.4,2.4e-05,0.0,0.0,81.349,5.71,WiFi_6
UE_019,0.0059,32.12,28.518,-37.64,4.426e-05,15.161,2.05,0.54,0.15,2e-05,0.0,0.0,87.46,9.48,WiFi_6
UE_000,0.00887,13.16,9.703,-46.944,0.00103608,5.392,1.69,6.29,1.22,3e-05,0.0,0.0,59.109,3.37,WiFi_6
UE_001,0.00707,22.852,17.893,-42.897,0.00020081,9.548,1.96,1.86,12.57,2.4e-05,0.0,0.0,83.679,5.97,WiFi_6
UE_002,0.00502,16.51,11.318,-44.976,0.00100161,6.18,1.77,6.9,-6.62,1.7e-05,0.0,0.0,63.954,3.86,WiFi_6
UE_003,0.00707,25.827,21.409,-39.434,7.809e-05,11.395,2.0,0.37,-11.33,2.4e-05,0.0,0.0,87.46,7.12,WiFi_6
UE_004,0.01642,20.165,18.417,-42.809,0.00014004,9.822,2.24,4.74,-12.02,5.5e-05,0.0,0.0,85.252,6.14,WiFi_6
UE_005,0.00707,27.4,25.548,-38.858,2.582e-05,13.586,1.84,0.49,4.52,2.4e-05,0.0,0.0,87.46,8.49,WiFi_6
UE_006,0.00604,31.239,27.611,-35.995,4.12e-05,14.68,2.12,6.28,-2.63,2e-05,0.0,0.0,87.46,9.17,WiFi_6
UE_007,0.02337,8.583,4.679,-46.836,0.01009788,3.163,2.14,25.14,-1.74,7.8e-05,0.0,0.0,44.037,1.98,WiFi_6
UE_008,0.02515,19.484,15.369,-41.449,0.00019222,8.235,1.57,3.82,-8.09,8.4e-05,0.0,0.0,76.108,5.15,WiFi_6
UE_009,0.00707,21.375,18.132,-43.082,0.0001281,9.672,1.94,1.27,-12.68,2.4e-05,0.0,0.0,84.395,6.05,WiFi_6
UE_010,0.02139,32.272,31.682,-36.437,6.56e-06,16.841,2.16,0.5,-1.65,7.1e-05,0.0,0.0,87.46,10.53,WiFi_6
UE_011,0.00639,32.33,31.909,-37.271,5.69e-06,16.961,1.7,6.17,-0.91,2.1e-05,0.0,0.0,87.46,10.6,WiFi_6
UE_012,0.01274,11.915,8.537,-44.753,0.00102239,4.84,1.71,3.69,-8.18,4.2e-05,0.0,0.0,55.612,3.03,WiFi_6
UE_013,0.00707,30.46,26.596,-39.158,0.00018968,14.141,1.81,4.0,11.15,2.4e-05,0.0,0.0,87.46,8.84,WiFi_6
UE_014,0.00707,40.379,36.181,-33.793,0.00011042,19.231,2.0,2.68,-4.33,2.4e-05,0.0,0.0,87.46,12.02,WiFi_6
UE_015,0.01313,29.101,26.688,-37.289,5.928e-05,14.19,1.67,0.01,-4.27,4.4e-05,0.0,0.0,87.46,8.87,WiFi_6
UE_016,0.00504,44.972,39.325,-31.188,8.33e-06,20.902,1.78,1.28,6.61,1.7e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_017,0.00707,22.301,18.206,-42.582,0.00012607,9.711,2.07,1.81,6.12,2.4e-05,0.0,0.0,84.617,6.07,WiFi_6
UE_018,0.00707,22.428,18.794,-43.726,0.00010543,10.019,1.74,7.39,-9.4,2.4e-05,0.0,0.0,86.381,6.26,WiFi_6
UE_019,0.0058,14.397,9.974,-45.258,0.00105167,5.523,1.59,9.74,0.15,1.9e-05,0.0,0.0,59.923,3.45,WiFi_6
UE_000,0.00766,21.576,17.914,-38.796,0.00010592,9.559,1.67,0.21,1.22,2.6e-05,0.0,0.0,83.743,5.97,WiFi_6
UE_001,0.00707,26.722,23.628,-39.426,1.65e-05,12.568,2.09,0.63,12.57,2.4e-05,0.0,0.0,87.46,7.86,WiFi_6
UE_002,0.00505,37.099,32.057,-35.873,1.164e-05,17.04,1.73,4.48,-6.62,1.7e-05,0.0,0.0,87.46,10.65,WiFi_6
UE_003,0.00707,21.353,16.651,-43.537,0.00022406,8.9,1.91,2.46,-11.33,2.4e-05,0.0,0.0,79.954,5.56,WiFi_6
UE_004,0.01245,27.831,23.8,-40.275,7.878e-05,12.659,2.04,3.1,-12.02,4.2e-05,0.0,0.0,87.46,7.91,WiFi_6
UE_005,0.00707,35.357,32.98,-35.372,7.827e-05,17.53,1.51,3.23,4.52,2.4e-05,0.0,0.0,87.46,10.96,WiFi_6
UE_006,0.00162,45.915,41.465,-32.158,4.994e-05,22.039,1.64,3.17,-2.63,5e-06,0.0,0.0,87.46,12.34,WiFi_6
UE_007,0.02549,18.561,15.99,-41.762,0.00019404,8.556,1.55,5.81,-1.74,8.5e-05,0.0,0.0,77.97,5.35,WiFi_6
UE_008,0.0218,8.68,5.951,-47.609,0.01006159,3.686,1.54,10.07,-8.09,7.3e-05,0.0,0.0,47.854,2.3,WiFi_6
UE_009,0.00707,27.717,25.152,-38.587,0.00012611,13.375,1.69,1.64,-12.68,2.4e-05,0.0,0.0,87.46,8.36,WiFi_6
UE_010,0.01939,29.253,24.618,-36.983,0.00017631,13.093,2.11,0.94,-1.65,6.5e-05,0.0,0.0,87.46,8.18,WiFi_6
UE_011,0.00707,30.705,29.319,-39.8,0.00017065,15.586,2.2,1.05,-0.91,2.4e-05,0.0,0.0,87.46,9.74,WiFi_6
UE_012,0.02274,-2.533,-7.534,-51.349,0.1501346,0.375,1.74,26.11,-8.18,7.6e-05,0.0,0.0,15.26,0.23,WiFi_6
UE_013,0.01025,-1.613,-3.238,-51.268,0.15004181,0.896,2.09,26.27,11.15,3.4e-05,0.0,0.0,20.285,0.56,WiFi_6
UE_014,0.00707,42.769,40.399,-34.522,5.619e-05,21.473,1.63,2.42,-4.33,2.4e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_015,0.00845,21.91,19.157,-40.98,0.00019827,10.21,2.03,2.75,-4.27,2.8e-05,0.0,0.0,87.46,6.38,WiFi_6
UE_016,0.00551,43.738,41.554,-32.663,8.166e-05,22.086,2.04,1.45,6.61,1.8e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_017,0.00707,37.46,35.273,-34.498,7.357e-05,18.749,1.68,0.26,6.12,2.4e-05,0.0,0.0,87.46,11.72,WiFi_6
UE_018,0.00707,31.937,28.748,-38.749,8.084e-05,15.283,2.12,1.32,-9.4,2.4e-05,0.0,0.0,87.46,9.55,WiFi_6
UE_019,0.00571,43.061,40.481,-33.725,0.00026424,21.516,2.0,3.27,0.15,1.9e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_000,0.00658,32.647,30.612,-36.334,0.00015292,16.272,1.63,0.16,1.22,2.2e-05,0.0,0.0,87.46,10.17,WiFi_6
UE_001,0.00707,-0.019,-4.588,-48.858,0.15007032,0.689,2.21,19.93,12.57,2.4e-05,0.0,0.0,16.237,0.43,WiFi_6
UE_002,0.0051,36.993,34.665,-35.83,0.00018224,18.425,2.23,0.85,-6.62,1.7e-05,0.0,0.0,87.46,11.52,WiFi_6
UE_003,0.00707,28.464,25.683,-39.702,9.395e-05,13.657,1.96,2.68,-11.33,2.4e-05,0.0,0.0,87.46,8.54,WiFi_6
UE_004,0.02497,9.843,6.628,-46.137,0.00106207,3.977,1.69,0.61,-12.02,8.3e-05,0.0,0.0,49.884,2.49,WiFi_6
UE_005,0.00707,11.945,7.557,-44.405,0.00106187,4.39,1.94,3.23,4.52,2.4e-05,0.0,0.0,52.671,2.74,WiFi_6
UE_006,0.00698,13.951,9.946,-44.49,0.0011661,5.509,1.94,0.75,-2.63,2.3e-05,0.0,0.0,59.837,3.44,WiFi_6
UE_007,0.02336,10.343,7.065,-45.416,0.00102133,4.17,2.0,10.63,-1.74,7.8e-05,0.0,0.0,51.196,2.61,WiFi_6
UE_008,0.01848,20.263,15.953,-41.867,0.00010298,8.537,1.84,1.15,-8.09,6.2e-05,0.0,0.0,77.86,5.34,WiFi_6
UE_009,0.00707,43.703,40.794,-33.561,0.00012879,21.683,1.81,3.87,-12.68,2.4e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_010,0.0174,22.223,17.21,-39.664,0.00011966,9.191,1.75,1.15,-1.65,5.8e-05,0.0,0.0,81.63,5.74,WiFi_6
UE_011,0.00707,25.52,21.815,-41.142,5.955e-05,11.61,1.81,0.07,-0.91,2.4e-05,0.0,0.0,87.46,7.26,WiFi_6
UE_012,0.01725,20.184,17.885,-42.444,0.00024093,9.543,1.74,1.96,-8.18,5.8e-05,0.0,0.0,83.655,5.96,WiFi_6
UE_013,0.02343,9.496,5.215,-47.883,0.01017586,3.379,2.14,5.04,11.15,7.8e-05,0.0,0.0,45.646,2.11,WiFi_6
UE_014,0.00707,39.443,36.997,-34.523,8.148e-05,19.665,1.64,1.02,-4.33,2.4e-05,0.0,0.0,87.46,12.29,WiFi_6
UE_015,0.00521,44.466,39.822,-32.248,2.442e-05,21.166,2.09,1.46,-4.27,1.7e-05,0.0,0.0,87.46,12.34,WiFi_6
UE_016,0.00641,30.308,28.597,-38.043,8.356e-05,15.203,1.72,6.34,6.61,2.1e-05,0.0,0.0,87.46,9.5,WiFi_6
UE_017,0.00707,32.857,31.168,-37.98,3.924e-05,16.568,2.25,14.19,6.12,2.4e-05,0.0,0.0,87.46,10.35,WiFi_6
UE_018,0.00707,23.125,20.617,-42.32,8.4e-06,10.978,1.74,0.58,-9.4,2.4e-05,0.0,0.0,87.46,6.86,WiFi_6
UE_019,0.00562,40.444,34.912,-34.46,0.0001199,18.557,2.2,0.18,-6.01,1.9e-05,0.0,0.0,87.46,11.6,WiFi_6
