UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,network_type
UE_017,36.4,27.729,22.929,-71.136,1.2e-07,991.131,1.042,0.4,9.4,0.121,0.0,0.0,100.0,7.624,HAPS
UE_018,143.5,9.006,6.806,-81.097,0.000104,329.464,1.757,0.7,9.4,0.478,0.0,0.0,58.822,2.534,HAPS
UE_019,112.3,15.54,12.44,-76.63,1.64e-05,547.604,1.148,1.3,9.4,0.374,0.0,0.0,78.538,4.212,HAPS
UE_000,146.3,10.719,9.019,-79.541,0.00016,411.618,1.675,0.9,9.4,0.488,0.0,0.0,66.565,3.166,HAPS
UE_001,104.7,10.747,8.447,-79.826,0.00017,389.862,0.798,1.1,9.4,0.349,0.0,0.0,64.566,2.999,HAPS
UE_002,20.3,34.129,30.529,-68.236,1.2e-07,1318.547,0.535,0.4,9.4,0.068,0.0,0.0,100.0,10.143,HAPS
UE_003,144.8,13.608,11.508,-78.396,0.000184,509.759,0.966,1.7,9.4,0.483,0.0,0.0,75.276,3.921,HAPS
UE_004,60.1,20.28,16.28,-75.86,1.84e-05,707.433,1.001,0.4,9.4,0.2,0.0,0.0,91.981,5.442,HAPS
UE_005,115.3,9.545,4.845,-80.228,0.00154,262.382,0.769,9.0,9.4,0.384,0.0,0.0,51.956,2.018,HAPS
UE_006,60.1,17.612,15.912,-75.394,1.9e-05,691.889,1.1,1.8,9.4,0.2,0.0,0.0,90.69,5.322,HAPS
UE_007,169.1,9.904,5.904,-80.248,0.0019,297.841,2.027,0.9,9.4,0.564,0.0,0.0,55.665,2.291,HAPS
UE_008,127.2,8.773,6.173,-80.314,0.000174,307.117,1.548,0.6,9.4,0.424,0.0,0.0,56.604,2.362,HAPS
UE_009,131.9,11.179,7.979,-78.71,0.000136,372.295,0.979,0.8,9.4,0.44,0.0,0.0,62.927,2.864,HAPS
UE_010,71.2,18.534,15.434,-75.533,1.34e-05,671.82,0.675,0.4,9.4,0.237,0.0,0.0,89.02,5.168,HAPS
UE_011,79.1,18.905,13.905,-74.648,1.16e-05,607.966,0.627,0.8,9.4,0.264,0.0,0.0,83.667,4.677,HAPS
UE_012,67.9,22.182,19.882,-73.209,1.72e-05,860.526,0.653,0.4,9.4,0.226,0.0,0.0,100.0,6.619,HAPS
UE_013,120.7,9.627,6.427,-80.286,0.000112,316.035,1.705,0.7,9.4,0.402,0.0,0.0,57.496,2.431,HAPS
UE_014,126.6,8.779,4.279,-80.31,0.00192,244.295,1.544,5.0,9.4,0.422,0.0,0.0,49.977,1.879,HAPS
UE_015,107.5,13.514,11.414,-77.543,0.000102,506.008,1.617,0.9,9.4,0.358,0.0,0.0,74.951,3.892,HAPS
UE_016,55.5,22.339,19.139,-73.33,1.7e-05,828.796,0.87,0.6,9.4,0.185,0.0,0.0,100.0,6.375,HAPS
UE_017,36.4,28.928,24.728,-70.336,2e-07,1068.503,1.043,0.3,9.4,0.121,0.0,0.0,100.0,8.219,HAPS
UE_018,143.4,9.894,6.894,-80.653,0.000164,332.601,1.556,1.9,9.4,0.478,0.0,0.0,59.128,2.558,HAPS
UE_019,112.2,12.505,10.105,-78.448,0.000132,453.841,1.448,0.3,9.4,0.374,0.0,0.0,70.366,3.491,HAPS
UE_000,146.3,14.482,12.482,-77.259,1.62e-05,549.325,0.975,1.1,9.4,0.488,0.0,0.0,78.686,4.226,HAPS
UE_001,104.5,10.679,7.379,-80.161,0.000114,350.147,1.397,1.8,9.4,0.348,0.0,0.0,60.826,2.693,HAPS
UE_002,20.3,33.128,29.228,-67.636,1.1e-07,1262.431,0.335,1.6,9.4,0.068,0.0,0.0,100.0,9.711,HAPS
UE_003,144.8,14.09,12.39,-77.255,1.1e-05,545.599,1.065,0.3,9.4,0.483,0.0,0.0,78.367,4.197,HAPS
UE_004,60.3,20.175,16.575,-74.812,1.36e-05,719.881,1.102,0.7,9.4,0.201,0.0,0.0,93.013,5.538,HAPS
UE_005,115.2,15.794,11.594,-77.403,0.00015,513.258,1.368,0.5,9.4,0.384,0.0,0.0,75.58,3.948,HAPS
UE_006,60.2,23.188,20.588,-74.106,1.4e-07,890.729,0.902,1.4,9.4,0.201,0.0,0.0,100.0,6.852,HAPS
UE_007,169.2,10.376,7.176,-79.212,0.000142,342.791,1.228,0.7,9.4,0.564,0.0,0.0,60.118,2.637,HAPS
UE_008,127.2,12.658,9.458,-79.671,0.000112,428.566,1.148,0.4,9.4,0.424,0.0,0.0,68.102,3.297,HAPS
UE_009,131.7,15.312,12.212,-76.944,1.82e-05,538.328,1.778,0.3,9.4,0.439,0.0,0.0,77.743,4.141,HAPS
UE_010,71.0,21.197,18.997,-74.402,1.74e-05,822.719,0.673,1.4,9.4,0.237,0.0,0.0,100.0,6.329,HAPS
UE_011,78.9,12.642,9.442,-78.379,0.000122,427.952,1.226,0.3,9.4,0.263,0.0,0.0,68.047,3.292,HAPS
UE_012,67.7,15.886,13.686,-77.157,1.5e-05,598.909,1.052,0.2,9.4,0.226,0.0,0.0,82.903,4.607,HAPS
UE_013,120.9,14.415,10.815,-78.393,0.000134,481.978,1.306,1.2,9.4,0.403,0.0,0.0,72.852,3.708,HAPS
UE_014,126.4,8.672,4.172,-81.664,0.00136,240.937,1.142,5.0,9.4,0.421,0.0,0.0,49.602,1.853,HAPS
UE_015,107.3,14.85,13.35,-77.575,1.48e-05,585.008,1.016,1.6,9.4,0.358,0.0,0.0,81.726,4.5,HAPS
UE_016,55.6,21.12,18.02,-74.64,1.46e-05,781.112,1.071,1.1,9.4,0.185,0.0,0.0,98.068,6.009,HAPS
UE_017,36.4,23.047,19.147,-73.376,1.46e-05,829.153,0.843,0.9,9.4,0.121,0.0,0.0,100.0,6.378,HAPS
UE_018,143.3,12.141,11.041,-78.329,0.000144,491.022,1.555,1.7,9.4,0.478,0.0,0.0,73.644,3.777,HAPS
UE_019,112.1,9.55,7.35,-80.625,0.00015,349.083,1.248,0.9,9.4,0.374,0.0,0.0,60.723,2.685,HAPS
UE_000,146.2,9.205,7.805,-80.298,0.000114,365.825,1.475,2.0,9.4,0.487,0.0,0.0,62.317,2.814,HAPS
UE_001,104.4,13.53,10.43,-77.635,0.000162,466.677,0.996,2.0,9.4,0.348,0.0,0.0,71.505,3.59,HAPS
UE_002,20.3,35.326,31.026,-68.237,1.3e-07,1340.006,0.935,1.8,9.4,0.068,0.0,0.0,100.0,10.308,HAPS
UE_003,144.7,13.133,10.633,-79.033,0.000108,474.743,1.265,0.3,9.4,0.482,0.0,0.0,72.216,3.652,HAPS
UE_004,60.5,21.67,17.97,-74.465,1.78e-05,778.997,1.303,1.9,9.4,0.202,0.0,0.0,97.894,5.992,HAPS
UE_005,115.1,-18.748,-19.848,-94.274,0.036,1.932,0.767,34.0,9.4,0.384,39.0,31.152,0.0,0.015,HAPS
UE_006,60.4,23.245,18.745,-73.478,1.88e-05,811.99,1.303,2.0,9.4,0.201,0.0,0.0,100.0,6.246,HAPS
UE_007,169.4,6.649,4.049,-81.776,0.00116,237.095,1.129,4.0,9.4,0.565,0.0,0.0,49.17,1.824,HAPS
UE_008,127.1,15.103,12.803,-78.048,1.6e-05,562.502,1.647,1.6,9.4,0.424,0.0,0.0,79.812,4.327,HAPS
UE_009,131.5,9.165,7.065,-81.417,0.000104,338.768,0.977,1.2,9.4,0.438,0.0,0.0,59.728,2.606,HAPS
UE_010,70.8,15.379,12.879,-77.11,1.12e-05,565.613,0.672,1.4,9.4,0.236,0.0,0.0,80.077,4.351,HAPS
UE_011,78.8,20.139,18.339,-74.43,1.08e-05,794.715,1.125,1.7,9.4,0.263,0.0,0.0,99.188,6.113,HAPS
UE_012,67.6,15.671,12.971,-77.265,1.44e-05,569.379,0.55,1.4,9.4,0.225,0.0,0.0,80.398,4.38,HAPS
UE_013,121.1,9.203,5.203,-81.099,0.00132,274.141,0.807,0.4,9.4,0.404,0.0,0.0,53.209,2.109,HAPS
UE_014,126.2,16.045,12.445,-76.278,1.08e-05,547.82,0.941,0.2,9.4,0.421,0.0,0.0,78.557,4.214,HAPS
UE_015,107.1,12.586,10.986,-79.107,0.000192,488.814,1.314,0.2,9.4,0.357,0.0,0.0,73.451,3.76,HAPS
UE_016,55.7,18.18,15.08,-75.81,1.94e-05,656.983,0.672,0.1,9.4,0.186,0.0,0.0,87.782,5.054,HAPS
UE_017,36.4,26.248,23.848,-72.076,1.5e-07,1030.634,0.843,0.4,9.4,0.121,0.0,0.0,100.0,7.928,HAPS
UE_018,143.2,10.668,8.268,-80.466,0.000162,383.123,1.154,1.2,9.4,0.477,0.0,0.0,63.94,2.947,HAPS
UE_019,112.1,12.194,9.394,-79.603,0.000164,426.095,1.347,1.0,9.4,0.374,0.0,0.0,67.879,3.278,HAPS
UE_000,146.2,8.648,4.848,-81.576,0.00142,262.508,1.074,7.0,9.4,0.487,0.0,0.0,51.97,2.019,HAPS
UE_001,104.3,14.701,11.101,-77.85,0.000152,493.407,0.895,0.9,9.4,0.348,0.0,0.0,73.853,3.795,HAPS
UE_002,20.3,23.387,19.487,-73.406,1.78e-05,843.66,0.435,0.2,9.4,0.068,31.0,4.096,100.0,6.49,HAPS
UE_003,144.7,13.176,11.576,-78.012,0.000128,512.51,1.365,1.3,9.4,0.482,0.0,0.0,75.515,3.942,HAPS
UE_004,60.7,22.484,20.184,-74.058,1e-07,873.451,1.005,1.1,9.4,0.202,0.0,0.0,100.0,6.719,HAPS
UE_005,115.0,-15.862,-18.962,-92.731,0.0352,2.367,1.066,25.0,9.4,0.383,39.0,31.116,0.0,0.018,HAPS
UE_006,60.6,16.582,12.382,-77.309,1.7e-05,545.258,1.304,1.4,9.4,0.202,0.0,0.0,78.337,4.194,HAPS
UE_007,169.5,9.441,6.941,-80.18,0.000166,334.279,1.23,0.6,9.4,0.565,0.0,0.0,59.292,2.571,HAPS
UE_008,127.0,10.589,7.589,-79.705,0.000126,357.86,1.547,1.0,9.4,0.423,0.0,0.0,61.562,2.753,HAPS
UE_009,131.3,14.338,9.338,-78.331,0.000194,423.937,0.975,1.0,9.4,0.438,0.0,0.0,67.684,3.261,HAPS
UE_010,70.7,20.882,16.282,-75.459,1.32e-05,707.501,0.871,0.6,9.4,0.236,0.0,0.0,91.987,5.442,HAPS
UE_011,78.6,20.437,18.337,-75.082,1.36e-05,794.613,0.924,1.1,9.4,0.262,0.0,0.0,99.179,6.112,HAPS
UE_012,67.4,21.255,18.855,-74.272,1.86e-05,816.691,1.249,0.3,9.4,0.225,0.0,0.0,100.0,6.282,HAPS
UE_013,121.3,9.43,5.53,-80.185,0.00164,285.108,1.108,0.9,9.4,0.404,0.0,0.0,54.356,2.193,HAPS
UE_014,126.0,15.858,14.658,-76.871,1.26e-05,639.297,1.24,1.5,9.4,0.42,0.0,0.0,86.301,4.918,HAPS
UE_015,106.9,13.962,12.062,-78.219,1.94e-05,532.21,0.713,0.8,9.4,0.356,0.0,0.0,77.217,4.094,HAPS
UE_016,55.9,20.922,18.722,-74.639,1.12e-05,810.999,0.972,0.2,9.4,0.186,0.0,0.0,100.0,6.238,HAPS
UE_017,36.4,27.128,24.428,-71.236,2e-07,1055.615,0.843,0.4,9.4,0.121,0.0,0.0,100.0,8.12,HAPS
UE_018,143.0,8.116,5.516,-81.242,0.00196,284.61,1.154,2.0,9.4,0.477,0.0,0.0,54.304,2.189,HAPS
UE_019,112.0,10.478,6.978,-78.961,0.00015,335.635,1.447,0.7,9.4,0.373,0.0,0.0,59.424,2.582,HAPS
UE_000,146.1,9.652,7.052,-79.774,0.000176,338.298,1.174,1.6,9.4,0.487,0.0,0.0,59.683,2.602,HAPS
UE_001,104.1,15.831,13.431,-76.784,1.56e-05,588.362,0.794,0.6,9.4,0.347,0.0,0.0,82.01,4.526,HAPS
UE_002,20.3,30.541,27.641,-68.929,2e-07,1194.01,0.635,0.6,9.4,0.068,31.0,4.098,100.0,9.185,HAPS
UE_003,144.7,8.938,6.438,-80.331,0.00013,316.404,1.164,1.1,9.4,0.482,0.0,0.0,57.533,2.434,HAPS
UE_004,60.9,21.659,18.559,-74.671,1.02e-05,804.054,0.706,2.0,9.4,0.203,0.0,0.0,99.955,6.185,HAPS
UE_005,114.8,-20.456,-23.756,-95.928,0.03,0.788,1.065,48.0,9.4,0.383,39.0,31.08,0.0,0.006,HAPS
UE_006,60.7,17.04,14.64,-76.08,1.1e-05,638.547,1.105,0.5,9.4,0.202,0.0,0.0,86.239,4.912,HAPS
UE_007,169.7,9.752,6.752,-80.424,0.000126,327.546,1.831,2.0,9.4,0.566,0.0,0.0,58.634,2.52,HAPS
UE_008,126.9,12.875,9.075,-79.062,0.000198,413.793,0.946,1.2,9.4,0.423,0.0,0.0,66.763,3.183,HAPS
UE_009,131.1,8.391,5.591,-81.504,0.00174,287.173,1.774,1.9,9.4,0.437,0.0,0.0,54.57,2.209,HAPS
UE_010,70.5,18.225,15.825,-75.988,1.2e-05,688.242,0.87,1.6,9.4,0.235,0.0,0.0,90.387,5.294,HAPS
UE_011,78.4,20.495,18.395,-75.153,1.86e-05,797.077,0.623,0.6,9.4,0.261,0.0,0.0,99.382,6.131,HAPS
UE_012,67.2,16.76,12.26,-76.32,1e-05,540.263,1.148,1.9,9.4,0.224,0.0,0.0,77.909,4.156,HAPS
UE_013,121.4,12.418,8.318,-79.091,0.000112,384.993,1.21,0.3,9.4,0.405,0.0,0.0,64.114,2.961,HAPS
UE_014,125.8,12.79,10.99,-77.705,0.000116,488.978,0.839,0.1,9.4,0.419,0.0,0.0,73.466,3.761,HAPS
UE_015,106.7,11.738,10.238,-78.231,0.000116,459.079,1.312,0.6,9.4,0.356,0.0,0.0,70.832,3.531,HAPS
UE_016,56.0,17.543,14.643,-77.228,1.2e-05,638.707,1.173,0.6,9.4,0.187,0.0,0.0,86.252,4.913,HAPS
UE_017,36.4,22.21,19.61,-74.395,1.94e-05,848.883,0.742,0.5,9.4,0.121,0.0,0.0,100.0,6.53,HAPS
UE_018,142.9,14.562,13.362,-78.519,1.7e-05,585.51,0.953,1.4,9.4,0.476,0.0,0.0,81.768,4.504,HAPS
UE_019,112.0,10.602,7.902,-79.099,0.000144,369.433,0.746,0.8,9.4,0.373,0.0,0.0,62.658,2.842,HAPS
UE_000,146.0,10.496,6.996,-79.152,0.000196,336.277,1.573,1.8,9.4,0.487,0.0,0.0,59.487,2.587,HAPS
UE_001,104.0,13.522,10.922,-78.339,0.000194,486.248,1.493,0.8,9.4,0.347,0.0,0.0,73.227,3.74,HAPS
UE_002,20.3,28.213,24.513,-71.393,1.9e-07,1059.278,0.335,2.0,9.4,0.068,31.0,4.1,100.0,8.148,HAPS
UE_003,144.6,14.34,12.54,-78.63,1.94e-05,551.705,1.664,1.9,9.4,0.482,0.0,0.0,78.89,4.244,HAPS
UE_004,61.0,16.113,13.813,-77.544,1.7e-05,604.15,0.607,1.3,9.4,0.203,0.0,0.0,83.345,4.647,HAPS
UE_005,114.7,-17.328,-21.228,-93.364,0.0376,1.408,1.365,34.0,9.4,0.382,39.0,31.042,0.0,0.011,HAPS
UE_006,60.9,21.857,20.157,-73.771,1.6e-07,872.297,1.106,1.1,9.4,0.203,0.0,0.0,100.0,6.71,HAPS
UE_007,169.8,6.264,3.164,-82.068,0.0017,210.501,1.432,9.0,9.4,0.566,0.0,0.0,46.075,1.619,HAPS
UE_008,126.8,13.961,9.961,-78.019,0.000178,448.215,1.645,0.7,9.4,0.423,0.0,0.0,69.865,3.448,HAPS
UE_009,130.9,12.965,10.865,-79.018,0.000142,483.957,0.873,1.9,9.4,0.436,0.0,0.0,73.026,3.723,HAPS
UE_010,70.3,17.328,14.728,-76.236,1.14e-05,642.242,0.469,0.5,9.4,0.234,0.0,0.0,86.548,4.94,HAPS
UE_011,78.3,14.753,12.253,-77.724,1.8e-05,539.991,1.122,1.1,9.4,0.261,0.0,0.0,77.885,4.154,HAPS
UE_012,67.0,17.504,12.504,-76.248,1.92e-05,550.242,0.547,0.2,9.4,0.223,0.0,0.0,78.764,4.233,HAPS
UE_013,121.6,16.366,13.266,-76.317,1.82e-05,581.544,0.811,0.1,9.4,0.405,0.0,0.0,81.432,4.473,HAPS
UE_014,125.6,10.483,8.483,-80.359,0.000122,391.199,1.438,1.6,9.4,0.419,0.0,0.0,64.689,3.009,HAPS
UE_015,106.6,16.833,15.733,-76.383,1.46e-05,684.393,1.31,1.4,9.4,0.355,0.0,0.0,90.067,5.265,HAPS
UE_016,56.1,23.005,19.305,-74.197,1.26e-05,835.896,0.774,0.6,9.4,0.187,0.0,0.0,100.0,6.43,HAPS
UE_017,36.4,25.811,24.611,-72.194,1.8e-07,1063.492,1.042,1.7,9.4,0.121,0.0,0.0,100.0,8.181,HAPS
UE_018,142.8,14.289,11.089,-78.255,0.000138,492.937,0.952,0.3,9.4,0.476,0.0,0.0,73.812,3.792,HAPS
UE_019,111.9,16.846,14.546,-77.077,1.1e-05,634.633,1.546,1.0,9.4,0.373,0.0,0.0,85.91,4.882,HAPS
UE_000,146.0,13.02,9.32,-79.29,0.0001,423.24,1.573,1.8,9.4,0.487,0.0,0.0,67.621,3.256,HAPS
UE_001,103.9,11.692,7.992,-80.154,0.000178,372.776,0.793,1.1,9.4,0.346,0.0,0.0,62.972,2.868,HAPS
UE_002,20.3,23.284,21.084,-73.258,1.6e-07,911.972,0.835,1.0,9.4,0.068,31.0,4.103,100.0,7.015,HAPS
UE_003,144.6,9.822,6.922,-79.689,0.000188,333.598,0.964,0.1,9.4,0.482,0.0,0.0,59.226,2.566,HAPS
UE_004,61.2,20.447,15.547,-74.876,1.9e-05,676.558,0.808,1.2,9.4,0.204,0.0,0.0,89.415,5.204,HAPS
UE_005,114.5,-20.999,-24.099,-96.099,0.0388,0.728,0.964,42.0,9.4,0.382,39.0,31.004,0.0,0.006,HAPS
UE_006,61.0,18.995,16.695,-75.702,1.5e-05,724.965,1.107,1.2,9.4,0.203,0.0,0.0,93.434,5.577,HAPS
UE_007,170.0,9.736,5.736,-80.332,0.00116,292.076,1.433,1.6,9.4,0.567,0.0,0.0,55.075,2.247,HAPS
UE_008,126.7,14.728,12.228,-78.236,1.36e-05,538.972,1.645,1.4,9.4,0.422,0.0,0.0,77.798,4.146,HAPS
UE_009,130.7,11.658,8.158,-78.471,0.000192,378.963,1.471,1.4,9.4,0.436,0.0,0.0,63.552,2.915,HAPS
UE_010,70.1,18.871,16.871,-75.164,1.54e-05,732.406,1.367,0.4,9.4,0.234,0.0,0.0,94.05,5.634,HAPS
UE_011,78.1,18.771,14.371,-74.914,1.02e-05,627.363,1.421,1.9,9.4,0.26,0.0,0.0,85.3,4.826,HAPS
UE_012,66.8,18.328,14.628,-76.236,1.64e-05,638.084,0.445,0.3,9.4,0.223,0.0,0.0,86.2,4.908,HAPS
UE_013,121.8,9.274,5.874,-81.263,0.00106,296.82,1.112,1.9,9.4,0.406,0.0,0.0,55.561,2.283,HAPS
UE_014,125.4,10.975,8.375,-79.812,0.000178,387.138,1.236,0.2,9.4,0.418,0.0,0.0,64.313,2.978,HAPS
UE_015,106.4,10.129,7.729,-80.435,0.000114,363.021,1.009,1.5,9.4,0.355,0.0,0.0,62.052,2.792,HAPS
UE_016,56.2,22.548,17.948,-74.326,1.44e-05,778.069,1.275,0.3,9.4,0.187,0.0,0.0,97.818,5.985,HAPS
UE_017,36.4,26.934,24.334,-71.733,1.8e-07,1051.543,0.442,0.3,9.4,0.121,0.0,0.0,100.0,8.089,HAPS
